dataset,source_path,subject_id,trial_id,activity_id,class_dir,source_hz,target_hz,raw_samples,processed_samples,duration_seconds,effective_fs_before,effective_fs_after,resampling_method,timestamp_mode,acc_rows,gyro_rows
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl14.csv,user39,user39_adl14,adl14,adl,20.0,25.0,355,443,17.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,356,355
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl15.csv,user39,user39_adl15,adl15,adl,20.0,25.0,202,252,10.040000000000001,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,203,202
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl16.csv,user39,user39_adl16,adl16,adl,20.0,25.0,255,318,12.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,255,255
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl2.csv,user39,user39_adl2,adl2,adl,20.0,25.0,1075,1343,53.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1075,1075
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl3.csv,user39,user39_adl3,adl3,adl,20.0,25.0,238,297,11.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,239,238
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl4.csv,user39,user39_adl4,adl4,adl,20.0,25.0,934,1167,46.64,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,934,934
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl5.csv,user39,user39_adl5,adl5,adl,20.0,25.0,923,1153,46.08,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,923,923
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl6.csv,user39,user39_adl6,adl6,adl,20.0,25.0,203,253,10.08,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,203,203
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl7.csv,user39,user39_adl7,adl7,adl,20.0,25.0,843,1053,42.08,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,843,843
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl8.csv,user39,user39_adl8,adl8,adl,20.0,25.0,783,978,39.08,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,784,783
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user39\user39_adl9.csv,user39,user39_adl9,adl9,adl,20.0,25.0,157,196,7.8,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,157,157
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl1.csv,user4,user4_adl1,adl1,adl,20.0,25.0,1749,2186,87.4,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1749,1758
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl10.csv,user4,user4_adl10,adl10,adl,20.0,25.0,1335,1668,66.68,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1336,1335
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl11.csv,user4,user4_adl11,adl11,adl,20.0,25.0,1188,1484,59.32,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1189,1188
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl12.csv,user4,user4_adl12,adl12,adl,20.0,25.0,2205,2756,110.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,2205,2865
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl13.csv,user4,user4_adl13,adl13,adl,20.0,25.0,969,1211,48.4,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,969,969
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl14.csv,user4,user4_adl14,adl14,adl,20.0,25.0,861,1076,43.0,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,862,861
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl15.csv,user4,user4_adl15,adl15,adl,20.0,25.0,1236,1544,61.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1236,1236
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl16.csv,user4,user4_adl16,adl16,adl,20.0,25.0,1239,1548,61.88,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1239,1239
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl2.csv,user4,user4_adl2,adl2,adl,20.0,25.0,1595,1993,79.68,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1595,1666
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl3.csv,user4,user4_adl3,adl3,adl,20.0,25.0,4975,6218,248.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,4976,4975
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl4.csv,user4,user4_adl4,adl4,adl,20.0,25.0,1242,1552,62.04,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1243,1242
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl5.csv,user4,user4_adl5,adl5,adl,20.0,25.0,850,1062,42.44,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,850,1524
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl6.csv,user4,user4_adl6,adl6,adl,20.0,25.0,599,748,29.88,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,599,614
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl7.csv,user4,user4_adl7,adl7,adl,20.0,25.0,865,1081,43.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,865,865
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl8.csv,user4,user4_adl8,adl8,adl,20.0,25.0,577,721,28.8,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,578,577
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user4\user4_adl9.csv,user4,user4_adl9,adl9,adl,20.0,25.0,581,726,29.0,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,581,581
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl1.csv,user40,user40_adl1,adl1,adl,20.0,25.0,238,297,11.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,238,238
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl10.csv,user40,user40_adl10,adl10,adl,20.0,25.0,353,441,17.6,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,353,353
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl11.csv,user40,user40_adl11,adl11,adl,20.0,25.0,244,304,12.120000000000001,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,244,244
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl12.csv,user40,user40_adl12,adl12,adl,20.0,25.0,720,899,35.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,721,720
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl13.csv,user40,user40_adl13,adl13,adl,20.0,25.0,2375,2968,118.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,2376,2375
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl14.csv,user40,user40_adl14,adl14,adl,20.0,25.0,820,1024,40.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,820,820
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl15.csv,user40,user40_adl15,adl15,adl,20.0,25.0,528,659,26.32,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,529,528
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl16.csv,user40,user40_adl16,adl16,adl,20.0,25.0,551,688,27.48,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,551,551
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl2.csv,user40,user40_adl2,adl2,adl,20.0,25.0,192,239,9.52,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,192,192
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl3.csv,user40,user40_adl3,adl3,adl,20.0,25.0,937,1171,46.800000000000004,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,937,937
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl4.csv,user40,user40_adl4,adl4,adl,20.0,25.0,1179,1473,58.88,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1179,1179
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl5.csv,user40,user40_adl5,adl5,adl,20.0,25.0,239,298,11.88,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,240,239
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl6.csv,user40,user40_adl6,adl6,adl,20.0,25.0,830,1037,41.44,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,830,830
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl7.csv,user40,user40_adl7,adl7,adl,20.0,25.0,234,292,11.64,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,234,234
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl8.csv,user40,user40_adl8,adl8,adl,20.0,25.0,280,349,13.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,281,280
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user40\user40_adl9.csv,user40,user40_adl9,adl9,adl,20.0,25.0,240,299,11.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,240,240
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl1.csv,user41,user41_adl1,adl1,adl,20.0,25.0,644,804,32.12,20.0,25.000000000000004,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,644,644
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl10.csv,user41,user41_adl10,adl10,adl,20.0,25.0,329,411,16.4,20.0,25.000000000000004,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,329,329
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl11.csv,user41,user41_adl11,adl11,adl,20.0,25.0,344,429,17.12,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,345,344
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl12.csv,user41,user41_adl12,adl12,adl,20.0,25.0,329,411,16.4,20.0,25.000000000000004,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,329,329
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl13.csv,user41,user41_adl13,adl13,adl,20.0,25.0,766,957,38.24,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,766,766
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl14.csv,user41,user41_adl14,adl14,adl,20.0,25.0,593,741,29.6,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,607,593
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl15.csv,user41,user41_adl15,adl15,adl,20.0,25.0,473,591,23.6,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,473,473
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl16.csv,user41,user41_adl16,adl16,adl,20.0,25.0,444,554,22.12,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,445,444
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl2.csv,user41,user41_adl2,adl2,adl,20.0,25.0,507,633,25.28,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,508,507
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl3.csv,user41,user41_adl3,adl3,adl,20.0,25.0,2632,3289,131.52,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,2633,2632
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl4.csv,user41,user41_adl4,adl4,adl,20.0,25.0,308,384,15.32,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,308,308
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl5.csv,user41,user41_adl5,adl5,adl,20.0,25.0,829,1036,41.4,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,830,829
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl6.csv,user41,user41_adl6,adl6,adl,20.0,25.0,619,773,30.88,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,619,619
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl7.csv,user41,user41_adl7,adl7,adl,20.0,25.0,188,234,9.32,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,189,188
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl8.csv,user41,user41_adl8,adl8,adl,20.0,25.0,325,406,16.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,325,325
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user41\user41_adl9.csv,user41,user41_adl9,adl9,adl,20.0,25.0,287,358,14.280000000000001,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,287,287
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl1.csv,user5,user5_adl1,adl1,adl,20.0,25.0,336,419,16.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,348,336
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl10.csv,user5,user5_adl10,adl10,adl,20.0,25.0,1185,1481,59.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1186,1185
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl11.csv,user5,user5_adl11,adl11,adl,20.0,25.0,1185,1481,59.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1185,1206
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl12.csv,user5,user5_adl12,adl12,adl,20.0,25.0,669,836,33.4,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,669,669
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl13.csv,user5,user5_adl13,adl13,adl,20.0,25.0,1256,1569,62.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1257,1256
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl14.csv,user5,user5_adl14,adl14,adl,20.0,25.0,303,378,15.08,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,304,303
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl15.csv,user5,user5_adl15,adl15,adl,20.0,25.0,1040,1299,51.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1041,1040
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl16.csv,user5,user5_adl16,adl16,adl,20.0,25.0,856,1069,42.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,856,856
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl2.csv,user5,user5_adl2,adl2,adl,20.0,25.0,778,972,38.84,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,779,778
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl3.csv,user5,user5_adl3,adl3,adl,20.0,25.0,3177,3971,158.8,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,3177,3177
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl4.csv,user5,user5_adl4,adl4,adl,20.0,25.0,714,892,35.64,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,714,714
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl5.csv,user5,user5_adl5,adl5,adl,20.0,25.0,2145,2681,107.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,2145,2849
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl6.csv,user5,user5_adl6,adl6,adl,20.0,25.0,523,653,26.080000000000002,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,523,523
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl7.csv,user5,user5_adl7,adl7,adl,20.0,25.0,1058,1322,52.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1058,1058
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl8.csv,user5,user5_adl8,adl8,adl,20.0,25.0,1783,2228,89.08,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1784,1783
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user5\user5_adl9.csv,user5,user5_adl9,adl9,adl,20.0,25.0,376,469,18.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,376,376
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl1.csv,user6,user6_adl1,adl1,adl,20.0,25.0,2950,3687,147.44,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,2952,2950
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl10.csv,user6,user6_adl10,adl10,adl,20.0,25.0,1093,1366,54.6,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1095,1093
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl11.csv,user6,user6_adl11,adl11,adl,20.0,25.0,1265,1581,63.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1266,1265
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl12.csv,user6,user6_adl12,adl12,adl,20.0,25.0,560,699,27.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,560,560
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl13.csv,user6,user6_adl13,adl13,adl,20.0,25.0,4098,5122,204.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,4098,4549
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl14.csv,user6,user6_adl14,adl14,adl,20.0,25.0,886,1107,44.24,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,886,934
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl15.csv,user6,user6_adl15,adl15,adl,20.0,25.0,1560,1949,77.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1560,1560
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl16.csv,user6,user6_adl16,adl16,adl,20.0,25.0,1106,1382,55.24,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1106,1106
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl2.csv,user6,user6_adl2,adl2,adl,20.0,25.0,1472,1839,73.52,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1472,1490
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl3.csv,user6,user6_adl3,adl3,adl,20.0,25.0,846,1057,42.24,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,846,1107
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl4.csv,user6,user6_adl4,adl4,adl,20.0,25.0,529,661,26.400000000000002,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,529,529
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl5.csv,user6,user6_adl5,adl5,adl,20.0,25.0,1883,2353,94.08,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1883,2536
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl6.csv,user6,user6_adl6,adl6,adl,20.0,25.0,856,1069,42.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,856,1532
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl7.csv,user6,user6_adl7,adl7,adl,20.0,25.0,2018,2522,100.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,2018,2018
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl8.csv,user6,user6_adl8,adl8,adl,20.0,25.0,977,1221,48.800000000000004,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,977,1634
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user6\user6_adl9.csv,user6,user6_adl9,adl9,adl,20.0,25.0,1000,1249,49.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1000,1000
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl1.csv,user7,user7_adl1,adl1,adl,20.0,25.0,477,596,23.8,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,477,477
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl10.csv,user7,user7_adl10,adl10,adl,20.0,25.0,559,698,27.88,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,559,559
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl11.csv,user7,user7_adl11,adl11,adl,20.0,25.0,609,761,30.400000000000002,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,611,609
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl12.csv,user7,user7_adl12,adl12,adl,20.0,25.0,589,736,29.400000000000002,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,589,589
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl13.csv,user7,user7_adl13,adl13,adl,20.0,25.0,5759,7198,287.88,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,5759,5759
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl14.csv,user7,user7_adl14,adl14,adl,20.0,25.0,1241,1551,62.0,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1242,1241
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl15.csv,user7,user7_adl15,adl15,adl,20.0,25.0,797,996,39.800000000000004,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,797,797
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl16.csv,user7,user7_adl16,adl16,adl,20.0,25.0,477,596,23.8,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,477,477
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl2.csv,user7,user7_adl2,adl2,adl,20.0,25.0,1771,2213,88.48,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1772,1771
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl3.csv,user7,user7_adl3,adl3,adl,20.0,25.0,679,848,33.88,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,679,679
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl4.csv,user7,user7_adl4,adl4,adl,20.0,25.0,1961,2451,98.0,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1961,1961
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl5.csv,user7,user7_adl5,adl5,adl,20.0,25.0,1103,1378,55.08,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1103,1442
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user7\user7_adl6.csv,user7,user7_adl6,adl6,adl,20.0,25.0,687,858,34.28,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,688,687
